Système intérieur;Dulong Réal;;450-754-1520;450-898-7871;;;;Québec;;;;;
Fondations ;E. Marsan et Fils inc.;Alain Marsan;877-588-2331;;450-588-4288;544, J. Oswald Forest;St-Roch de l'Achigan;Québec;JoK 3H0;info@constructionsemarsan.com;www.constructionemarsan.com;;
Électricité;E.C.E. Électrique inc.;François Riendeau;819-821-2222;;819-566-2828;4345, rue Ouimet;Sherbrooke;Québec;J1L 1X5;francoisriendeau@ece.ca;www.ece.ca;;École Joliette
Ébénisterie;Ébénisterie A. Beaucage inc.;Marie-Josée Pageau;450-589-6412;;450-589-6411;188, Chemin Des Commissaires;L'Assomption;Québec;J5W 2T7;mj.pageau@abeaucage.com;;2427-2767-47;
Ébénisterie;Ébénisterie A.C.I. inc. ;Denis Poitras;418-841-2612;;418-841-1243;480 de l'Argon - bureau 100;Charlesbourg;Québec;G2N 2C9;ebenisterieaci@bellnet.ca;;8313-1433-44;
Ébénisterie;Ébénisterie Benjamin;Mario Lebrun ;450-589-9036;;;890-A Montée L'Épiphanie;L'Assomption;Québec;J5W 2W2;;;;
Ébénisterie;Ébénisterie Jaco inc. ;Denis Duclos;450-839-3339;450-750-8223;450-839-3252;26, rue Lépine;St-Jacques;Québec;J0K 2R0;ebenisteriejaco@videotron.ca;;;
Ébénisterie ;Ébénisterie M.L.M. inc.;;450-839-2993;;450-839-9254;2212, Continuations;St-Jacques;Québec;J0K 2R0;info@ebenisteriemlm.com ;;;
Ébénisterie;Ébénisterie Prestige;Louis Loranger;450-752-0401;450-803-4017;450-752-4017;1205, de Lanaudière;Joliette;Québec;J6E 3N7;chevrettelyne@hotmail.com
ebenprestige@hotmail.ca;;;
Ébénisterie;Ébénisterie Visitation inc.;Christian Martel;450-759-9454;;450-759-8183;1066 Visitation;St-Charles-Borromée;Québec;J6E 7Y8;;;;
Échafaudage;Échafaudage Du-For;Marie-Josée Langlois Vinet;514-385-1762;;;9601, St-Laurent;Montréal;Québec;H2N 1P6;mariejosee.langloisvinet@agfdufor.com;;;
Détection sous dalle;Électri-Test inc. ;;514-321-2389;;;10977 rue Massé;Montréal-Nord;Québec;H1G 4G5;;;;
Ascenseurs;Elevabec;Sophie Rodier;1-800-311-9977;450-773-9977;450-773-6011;6555, ave. Choquette;St-Hyacinthe;Québec;J2S 8L2;info@elevabec.com  ;www.elevabec.com ;8277-1106-03;
Lettrage;Enseignes Métropolitain;Claude Athanase;1-866-333-9497;;450-477-0718;3195, boul. des Entreprises;Terrebonne;Québec;J6X 4J9;enseignesmetropolitain@gmail.com;http://www.enseignemetropolitain.com;8306-7652-20;
Lettrage;Enseignes Orbite;Luc Chouinard;450-756-6768;514-942-4421;;18 Patrick-Marcil suite 4;St-charles-Borromé;Québec;J6E 8G6;enseignesorbite@hotmail.com;;;
Nettoyage;Entr. Bruno Otis enr;Bruno Otis;450-760-9044;450-750-3746;;3 rue Marcil;St-Liguori;Québec;J0K 2X0;;;;
Ébénisterie;Entreprise Daniel Chaput;Daniel Chaput;450-756-6443;450-368-6443;450-756-5121;816, chemin St-Jean;St-Paul de Joliette;Québec;J0K 3E0;chaput.larouche@videotron.ca;;;
Excavation;Entreprises C. Dubois;;450-474-7944;514-895-3520;;1734, St-Henri;Mascouche;Québec;J7K 3C3;;;;
Excavation;Entreprises Charles Maisonneuve;Louis Maisonneuve;450-430-6160;;450-430-4752;3865, Alfred-La liberté;Boisbriand;Québec;J7H 1P7;;;;
Béton;Entreprises Chartier inc. ;;450-756-2752;;;321 ch. Village St-Pierre N.;Joliette;Québec;;;;;
Enduit , ciment roulé;Entreprises Crépis Plus;Yvon Éthier;450-916-5759;;;31, Avenue des Cyprès;NDP;Québec;J6E 8L8;;;;
Électricité;Entreprises Jules Lafond inc. ;;450-835-2450;450-898-7729;450-835-5708;1893, Rang St-David (route 348);St-Gabriel de Brandon;Québec;J0K 2N0;juleslafond@eastlink.ca;;2969-9717-57;Sous-Traitant habituel job commerciale
Location d'outils;Entreprises Marcel Malo & Fils Ltée;Marcel Malo;450-759-9385;;450-759-8513;451, Forest;St-Paul;Québec;J0K 3E0;;;;
Acier d'armature;Entreprises Mario Gingras inc.;Mario Gingras;450-756-0458;514-386-5094;450-756-0458;6410, rg Ste-Rose;Notre-Dame-de-Lourdes;Québec;J0K 1K0;;;2638-8447-03;
Peinture ;Entreprises P. Malo inc. (Les);Pierre Malo;450-433-5139;514-941-6116;450-433-1571;104, rue de la Renaissance;Blainville;Québec;J7B 1N4;entreprisepmalo@videotron.ca;;8104-4141-50;
Sablage au jet;Entreprises Pierre Paul Riopel inc.;;450-839-3346;;;65 rue Landry;St-Alexis-de-Montcalm;Québec;J0K 1T0;;;;
Rampes et Balcons;Entreprises R. Boutet inc.;Denis Leboeuf;819-538-9025;;819-538-3045;1003,  106e avenue;St-Georges-de-Champlain;Québec;G9T 3K3;;;;
Toiture;Entreprises R. Tellier (2005) inc. (Les);Raymond Tellier;450-756-1968;450-898-0309;;3095 Rang St-Martin;Ste-Elisabeth;Québec;J0K 2J0;ca04.tel@hotmail.com;;;
Excavation;Entreprises René Vincent inc.;René Vincent;450-759-1428;;;500 Rte 158;St-Thomas;Québec;J0K 3L0;entrvincent@hotmail.com;;8103-3250-28;
Électricité;Entreprises Robert Champagne inc;Éric Champagne;450-752-3742;450-803-3506;450-752-3742;14, Avenue des Lupins;Notre-Dame-des-Prairies;Québec;J6E 0B8;martinel@satelcom.qc.ca;(884-5533);2967-9735-09;
Épandage de Pierre;Épandage de pierre Y.F.L.inc;Yves Désilets;450-759-2205;;450-759-8565;57, avenue des Merisiers;Notre-Dame-des-Prairies;Québec;J6E 8W8;;;;
Ébénisterie;Équipement boni;;450-653-1299;;450-653-5391;1299, Marie-Victorin;Saint-Bruno;Québec;J3V 6B7;gbellazzi@equipementboni.com;www.equipementboni.com ;;Commercial, étalage magasin etc
Quais déchargement;Équipement MCF;Daniel Roy;800-867-6515;;514-631-3253;9244, Côte de Liesse;Lachine;Québec;H8T 1A1;droy@mcf.ca;www.mcf.ca;;
Équipement;Équipement Montauban;Janathan Desroches;450-928-2800;;450-928-2808;202-1328, rue du Jardin;Longueuil;Québec;J4N 0A2;montaubant@videotron.ca;www.emontauban.com;;Porte battante de magasin "Chasedoors"
Excavation;Équipements Denis Préville inc. ;David Préville;450-756-0291 ;;;712, boul. Base-de-roc;Joliette;Québec;J6E 5P7 ;;;;
Ascenseurs;Escalateur Atlas;Rémi Saindon;1-888-773-6708;450-796-5708;450-796-5110;8255, boul. Laframboise;St-Hyacinthe;Québec;J2R 1E8;;www.atlasescalateurs.qc.ca;2865-1495-97;
Excavation;Excavation Déneigement S. Therrien;Stéphane Therrien;450-585-6662;514-386-5631;;112, rue Laroche;Repentigny;Québec;J6A 7M5;;;;
Excavation;Excavation G. Allard et Sablière 341;Christian Allard;450-588-4334;514-239-4708;450-588-5497;1541, Rang Grand Coteau;L'Épiphanie;Québec;J5X 3N3;lpasto@excavationgallard.com;;;
Excavation;Excavation Mailhot & Fils (écoflo);Noël-Antoine Mailhot;450-834-2381;;;3844, rue Queen;Rawdon;Québec;J0K 1S0;;;8002-8418-52;
Excavation;Excavation Martin Neveu;Martin Neveu;450-803-7447;514-817-7447;450-752-1647;1030, 63e Avenue;St-Ambroise de Kildare;Québec;J0K 1C0;martin@excavationneveu.com;;;
Excavation;Excavation Normand Majeau;;450-835-7923;;450-835-5437;4550, Ch. du Lac Rr1;Saint-Gabriel-de-Brandon;;J0K 2N0;jplacasse@excavationmajeau.ca;;;
Excavation;Excavation Rive-Nord (écoflo);;450-589-3292;;;250, Rue Bouchard;L'Assomption;Québec;J5W 1J4;excavationrivenord@qc.aira.com;;;
Excavation;Excavations Michel Chartier inc.;;450-756-2752;;;321, Village St-Pierre Nord;Joliette;Québec;J6E 3Z1;;;;
Excavation;Excavations Roc-Sol;;450-581-6210;;450-581-6210;100 rue de la Couronne;Le Gardeur;Québec;J5Z 5E9;;;;
Couvre-planchers;Expert Sol;Chantal Arbour;450-753-5858;;450-753-5239;46, rue Gaspard sud;Joliette;Québec;J6E 5V1;chantal@expertsol.ca;;8292-4663-17;Seulement revêtement souple
Électricité;F. Branconnier électrique inc.;Florent Braconnier;450-836-6728;;450-836-7592;168, rang de la rivière Bayonne N.;Berthierville;Québec;J0K 1A0;branconnier@bellnet.ca;;5591-6084-01;
Contrôles;F.A. Sara-Tech;;418-686-2300;;418-682-5421;2300, rue Léon-Hamel bur. 100;Québec;Québec;G1N 4L2;saratech@avlog.qc.ca;;;
Plomberie;F.P. mécanique inc.;;450-560-3888;;;2938, boul. Ste-Sophie;Ste-Sophie;Québec;J5J 2V4;;;2532-7669-43;
Portes et fenêtres;Fabelta;Martin Ouimet;450-477-7611;514-990-1522;450-477-7613;3840 Georges-Corbeil;Terrebonne;Québec;J6X 4J4;mouimet@fabelta;www.fabelta.com;2167-5780-99;
Structure d'acier;Fabrication Acier Concept inc.;André Ricard;450-759-3336;;450-759-4275;96, des Entreprises;Notre-Dame-des-Prairies;Québec;J6E 0L9;acierconcept@bellnet.ca;;;Fer ornemental seulement
Métaux ouvrés;Fabrication L.L.;;450-755-1422;;450-755-1401;685, rue Oliver;Joliette;Québec;J6E 5M2;;;;
Ventilation;Fabro inc.;Robert Ciarlo;450-756-7700;450-898-7730;450-755-1608;304, Boul. de l'Industrie;Joliette;Québec;J6E 8V2;fabroincrc@bellnet.ca;;8221-6664-29;
Fenêtres;Fenêtres Gilles Girard;Roger Monette;800-260-8186;450-889-4111;450-889-5061;;;Québec;;ggirard1@bellnet.ca;;;
Structure d'acier;Fer Tech inc.;;450-839-3771;;450-839-3799;10 rue Industrielle;Saint-Esprit;Québec;J0K 2L0;ygrassone@acierfertech.com;;;Fournisseur habituel
Rampes et Balcons;Fibro Max;Stéphane;450-589-7728;514-240-2088;450-589-9831;34, De L'Industrie  (local D);L'Assomption;Québec;J5W 2V1;;;;
Mécanique de procédé;Filtrum construction;;450-676-8558;;;3500, 1ere rue;St-Hubert;;J3Y 8Y5;info@filtrum.qc.ca;;;
Finition béton;Finition de béton Lanaudière;;450-588-6511;;;70, rue Dufort;St-Roch de l'Achigan;Québec;J0K 3H0;;;;
Métaux ouvrés;Fisher & Ludlow;Joe Diamonaco;514-640-5085;;514-640-1115;12450 Boul. Industriel;Pointes-aux-Trembles;Québec;H1B 5M5;jdimonaco@fisherludlow.com;;;
Paysagement;Fleurs-O-Pavé;;450-753-6222;;450-398-1127;674 St-Thomas;Joliette;Québec;J6E 3R5;info@fleurs-o-pave.com;www.fleurs-o-pave.com;;École Joliette
Finition béton;Floor Solution;Normand Leclerc;1-800-360-6175;613-880-9276;613-443-7657;1132, Route 400;Embrun;Ontario;K0A 1W0;;;;
Fondations ;Fondation Gravel ou Coffrage Rive-Nord;Gaétan Gravel;450-835-7471;;450-835-5929;275, rue Michaud;St-Gabriel-de-Brandon;Québec;J0K 2N0;gaetangravel1@hotmail.com;;8006-7655-17;
Fondations ;Fondations Marc Saulnier;Nadine Gagnon;450-586-1413;;450-586-4139;53H, Chemin Lavaltrie;Lavaltrie;Québec;J5T 4A9;fondations@marcsaulnier.ca;www.marcsaulnier.ca;8256-7454-07;
Fondations ;Fondations Rosaire Fortier inc.;;450-756-2269;;450-756-2269;960 St-Pierre Sud;Joliette;Québec;J6E 3Z1;;;;
Fondations ;Fondations Yves Désilet;;450-759-2205;;;57, Av. Des Merisiers;Notre-Dame-des-Prairies;;J6E 9G5;info@fondationsyvesdesilets.com;;;
Géothermie;Forages Géopros;Jacques Lapointe;877-306-7767;;819-563-9595;4070, boul. Industriel;Sherbrooke;Québec;J1L 2T8;sherbrooke@geopros.ca;www.geopros.ca;;École Joliette
Métaux ouvrés;Forge Arboit inc.;Robert Arboit;450-589-3896;514-774-3896; ;421, L'Achigan, C.P. 3190;L'Assomption;Québec;J5W 4M9;info@forgearboit.com;;2639-2373-68;
Acier d'armature;Formule acier d'armature;Pascal Roy;450-625-9324;514-820-9300;450-625-1392;5270, rue Thibault;Laval;Québec;H7K 3R5;pascal@formule.ca;;;
Équipement;Fournitures Select;;1-800-361-9704;;514-339-2755;1290 Montée de Liesse;Saint-Laurent;Québec;H4S 1J4;;;;
Matériaux;Fournitures Select inc.;Marie-Josée Bourget;514-339-9919;;514-636-0757;1965, 55ème Avenue;Dorval;Québec;H9P 1G9;;;;
Matériaux;Fransyl;Justin Demonceau;450-477-4423;514-754-6062;450-477-4576;1845, Jean-Monnet;Terrebonne;Québec;J6X 4L7;jdemonceau@fransyl.com;;;
Avocat;Fréchette, Bouchard et Ass.;Sylvain Fréchette, Patrick Jean;450-752-0541;450-541-0542;450-752-4570;423, St-Louis;Joliette;Québec;J6E 2Y7;;;;
Quincaillerie;Futura inc.;Julie Bouliane, Josée Chèvrefils;514-493-3416;;514-493-0838;7880 Grenache;Anjou;Québec;H1J 1C3;julie@quincfutura.com;;;
Plomberie;G. Courchesne;;514-387-9418;;514-382-6082;2068, boul. Henri-Bourassa E;Montréal;Québec;H2B 1S6;info@gcourchesne.com;gcourchesne.com;;École Joliette
Architecture;G.D. Concept Mobilier;Gilbert Duhaime;514-947-7605;;450-472-7605;7e avenue;Deux-Montagnes;Québec;J7R 3H7;info@conceptmobilier.ca;www.conceptmobilier.ca;;
Portes et fenêtres;G.I.T. Portes et fenêtres;M. Jean-Louis Tétrault;450-585-2202;;450-585-2207;211 boul. Brien;«45r;Québec;J6A 6M4;;;;
Toiture;Gagné et Roy inc.;;819-563-8771;;819-563-0800;1440, rue du Conseil;Sherbrooke;Québec;J1G 1N4;gagneroy@gagneroy.com;www.gagneroy.ca ;;École Joliette
Isolation;Garceau isolation plus inc. ;Charles ou Simon ;450-803-4840 (Charles);514-816-6555 (Simon);;68 Jeanne-Sauvé;Joliette;Québec;J6E 9R4;;5644-3195-01;;
Gaz propane;Gaz M.C;Martin Corriveau;450-889-1908;450-803-4299;450-889-2390;480, 2e Ramsay;St-Félix-de-Valois;Québec;J0K 2M0;;;8217-8724-00;
Gaz Propane;Gaz S. Trudel;Stéphane Trudel;450-759-3654;;450-759-0544;20, chemin 4;N-D-P;Québec;J6E 8Y7;;;;
Couvre-planchers;Géli Sol inc.;Michel Gélina;450-621-1140;514-998-9063;450-621-110;531, rue du Bois de Boulogne;Terrebonne;Québec;J6Y 1N7;;;;Tuile de marmoleum (École Joliette)
Excavation;Généreux Construction;;450-886-3757;;450-886-9648;621, route Louis-Cyr;St-Jean de Matha;Québec;J0K 2S0;info@entreprisesgenereux.ca;;;
Portes et fenêtres;Gentek portes et fenêtres;(vend pas direct);1-800-349-2479;;1800-319-8769;;;Québec;;;;;
Revêtement extérieur;Gentek Produits de bâtiment;Claude Despaties 514-942-0738;514-493-2200;1-800-361-4822;1-800-452-0728;11 000, Colbert;Anjou;Québec;H1J 2S1;;www.cagentekinc.com;;
Pieux;Geodex inc.;;514-694-2200;;514-694-5764;153 Oneida Drive;Pointe-Claire;Québec;H9R 1A9;;;;
Détection sous dalle;Georadar détection inc.;;514-993-1254;;;150-1804 boul. Le Courbusier;Laval;Québec;H7S 2N3;info@georadar.ca;;;
Quincaillerie;Georges Boisjoli;Georges Boisjoli;514-503-4975;;514-256-8438;;;Québec;;gboisjoli.dahc@gmail.com;;;
Excavation;Germain Marsolais;;450-756-6228;450-803-4109;;;;Québec;;;;;
Peinture ;Gestion 3 dans 1 inc.;Cynthia Gauthier;1-877-846-4448;;418-847-8638;9175, blv l'Ormière;Québec;Québec;G2B 3K2;gestion3dans1@hotmail.com;;8293-8994-38;
Plomberie;Gestion Normand Forget inc.;Normand Forget;819-424-7271;;819-424-1592;1938, route 125;Notre-Dame-de-la-Merci;Québec;J0T 2A0;gestion.nf@bell.net;;8004-6097-16;commercial
Gicleurs;Gicleurs Exclusifs inc.;;1-800-442-0512;;450-434-9903;13327, rue Gertrude-Chaumont;Mirabel ;Québec;J7J 1B4;;;;
Gicleurs;Gicleurs Priorité inc.;;514-636-2431;;;2082, av. Chartier;Dorval;Québec;H9P 1H2;;;;École Joliette
Électricité;Gilles Leduc entrepreneur électricien inc. ;;450-432-8013;;450-432-8238;660 boul. Monseigneur-Dubois;Saint-Jérôme;Québec;J7Y 3L8;info@gillesleduc.ca;;2530-3355-00;
Portes et fenêtres;GIT Portes et fenêtres;;450-585-2202;;450-581-2207;211, boul. Brien;Repentigny;Québec;J6A 6M4;;;;
Matériaux;Givesco;;514-327-7175;;514-329-3676;9495, Pascal-Gagnon;St-Léonard;Québec;H1P 1Z4;;;;
Gouttières;Gouttières de Lanaudière inc.;Marie-Josée Corbeil, présidente;450-835-9442;450-916-4444;450-835-9845;1641 A, 6e Rang  C.P. 968;St-Gabriel de Brandon;Québec;J0K 2N0;;;8235-0232-59;
Gouttières;Gouttières Lasalle inc.;Marc Blais;514-879-1657;450-585-1642;450-477-1551;3525, Des Entreprises;Terrebonne;Québec;J6X 4J9;;;1118-0619-71;
Gouttières;Gouttières Montcalm;Paul Bélanger;450-834-1800;514-943-4294;450-834-5484;3300 rue Romolco, suite 37;Rawdon;Québec;J0K 1S0;;;8274-5050-51;
Gouttières;Gouttières St-Félix;Suzie Grenier;450-889--1114;;450-889-1513;6381, Chemin St-Jean;St-Félix de Valois;Québec;J0K 2M0;;www.gouttieresstfelex.com;;
Moulures uréthane;GPL Tradition;Jean-Guy Héon  poste #42;1-888-846-4419;514-951-1635;450-456-8429;400 boul. Cité des Jeunes c.p. 300;St-Clet;Québec;J0P 1S0;;www.gpltradition.com;;
Accessoires;Grillage Bolar (Canada) inc.;Annie Dupuis;1-800-552-6527;;1-800-667-366;50 Omer Deserres;Blainville;Québec;J7C 5H2;annie@bolar.com;www.bolar.com;;
Ingénieur;Groupe Forces;Thierry Freire;450-756-8040;450-755-7810;;19, St-Charles-Borromée Sud;;Québec;;;;;
Membrane;Groupe Lefebvre;Alain Auger;450-491-6444;;450-491-4710;210, rue Roy;Saint-Eustache;;J7R 5R6;info@groupe-lefebvre.com;;;
Vitrerie;Groupe Lessard inc;;514-636-3999;;514-636-3739;611, Ave Meloche;Dorval;Québec;H9P 2T1;info@lessard.ws;www.lessard.ws;;
Nettoyage;Groupe MultiNet plus;Martin Goulet;514-231-8293;;450-581-5898;126 Chopin, suite 101;Charlemagne;Québec;J5Z 4N6;grmultinet@sympatico.ca;www.grmultinet.com;;
Système intérieur;Groupe Piché construction 2005 inc.;Jean Dumas (estimateur);819-587-3193;;819-587-4298;99, 12e rue;Ferme-Neuve;Québec;J0W 1C0;info@groupepiche.ca;;;École Joliette
Membrane;Groupe PSM inc. ;Stéphane Perreault;450-224-4232;;450-224-5027;904 rue Richer;Prévost;Québec;J0R 1T0;stephane.perreault@groupe-psm.com;;8253-5733-43;
Géothermie;Groupe Puitbec;Donnald Massé (estimation);819-758-6468;;819-758-7822;15, rue de l'Artisant;Victoriaville;Québec;G6P 9S9;info@puitbec.com;www.puitbec.com ;;École Joliette
Mécanique de procédé;Groupe Québeco inc.;;819-717-3434;;819-717-3330;224A, route 117;Mont-Tremblant;;;info@groupequebeco.com;;;
Accessoires et cloisons;Groupe Sani-tech;;418-836-0616;;418-836-0612;984, Marie-Victorin;Saint-Nicolas;Québec;G7A 3T6;invitations@sani-tech.ca;www.sani-tech.ca ;;Même division que Dagil
Alarme;Groupe Secure / Division alarme;;1-888-873-2873;;450-628-2870;505 Fernand-Poitras, local 107;Terrebonne;Québec;J6Y 1Y5;info@groupesecure.ca;;;Alarme intrusion/ incendie/domotique/ patrouille,etc.
Levage;Grues St-Jean;;450-752-0070;;;930, Village St-Pierre Sud;Village St-Pierre;Québec;J6E 3Z1;;;;
Soulèvement de bâtiments;Guilbault Excavation inc;Jean Guilbault;450-882-2961;;450-834-7765;6280, Vincent Massey;Rawdon;Québec;J0K1S0;excavation.guilbault@sympatico.ca;;;
Peinture ;Guy Brunelle inc.;Réal Fournier;514-729-0008;;514-729-5777;4450, Bélanger Est;Montréal;Québec;H1T 1B5;gbrunelle@qc.aira.com;;1241-4959-96;
Équipement;Hazmaster Montréal;;514-633-8533;;514-633-5737;126 ave Lindsay;Dorval;Québec;H9P 2T8;;;;
Ébénisterie;Héritage ébénisterie Architecturale inc.;Guy Ethier;450-444-7048;;450-444-3638;3875, rue Isabelle;Brossard;Québec;J4Y 2R2;;www.heritage-architectural.com;;
Électricité;Horthec électrique inc.;Stéphane Horth;450-838-6622;;450-838-7802;618, rue Gauthier;Sainte-Anne-des-Plaines;Québec;J0N 1H0;horths@videotron.ca;;8302-8761-02;
Acier ;Hydraulique B.R. ;Sylvain Robert, Johanne Robert;450-839-3822;;450-839-6123;35, rue Dupuis;St-Jacques;Québec;J0K 2R0;info@hydrauliquebr.com;;;
Système intérieur;I.T.R acoustique MTL SENC;René Jutras (estimateur);450-442-1676;;450-442-4686;2405, boul. Fernand-Lafontaine;Longueuil;Québec;J4N 1N7;itr@itracoustique.com;www.itracoustique.com;5588-6667-01;École Joliette
Pieux;Icanda Corporation;;450-661-2972;;450-661-5256;3131 De la Concorde E #306;Laval;Québec;H7E 4W4;;;;
Échafaudage;IEQ Division échafaudage;Pierre Beaudet;514-881-0500;514-821-9443;514-881-7008;131, rue de la Station;Laval;Québec;H7M 1P2;pbeaudet@ieq.ca;www.ieq.ca;;
Agent immeuble;Immeubles Vision Future Lanaudière;Ghislain Bélisle;450-755-2200;450-547-8826;;657, Urgel Dorval;Joliette;Québec;;;;;
Membrane;Imperco;;514-935-2738;;514-935-8858;8051, Elmslie;Lasalle;;H8N 2W6;info@imperco.ca;;;
Imperméabilisation;Imperméabilisation G.S.V. inc;André Chartrand;450-586-1109;514-909-1422;450-586-1185;91, St-Thomas;Lavaltrie;Québec;J5T 1E2;info@impermeabilisationgsv.com;;8270-3158-35;
Imprimerie;Imprimerie Pixel;;450-759-7575;;;57 rue Saint-Charles Borromée Nord;Joliette;Québec;J6E 4R1;info@pixel-print.com;;;
Structure d'acier;Industries BKI;Gabriel Bocsi;450-441-5484;;450-441-5469;1800, Marie-Victorin;Saint-Bruno;Québec;J3V 6B9;gbocsi@bkiron.com;www.bkiron.com;;École Joliette
Association;Info-Excavation;# Usager: 8678 / m.passe: 8678;800-663-9228;;;;;Québec;;;www.info-ex.com;;
Rampes et Balcons;Innova Deck;Benoit Rheault;514-923-7142;;450-550-3607;3828, Lévesque;St-Hubert;Québec;J3Y 8G6;info@innovadeck.com;www.innovadeck.com;8322-0889-38;
Ameublement de laboratoires;INOX;Nelson Crépeault;418-872-8585;;418-872-5520;5595, Rideau;Québec;Québec;G2E 5V9;;www.inoxco.ca;8336-5676-13;
Portes de garage;Install. de portes de garage ULTRA inc.;;450-964-0568;514-953-8812;;4504, Alexandre;Terrebonne;Québec;J6W 4Z2;;;;
Calorifugeage;ISO énergie inc.;Roberto Lévesques;450-589-9994;;450-589-0897;20, place Séguin;L'Assomption;;J5W 1L7;admin@iso-energie.qc.ca ;;;
Isolation;Isolation 4 Saisons;Marc Brault;800-367-5316;;;525 rue Lanaudière;Repentigny;Québec;;Mbreault@iso4s.com;;8105-8653-08;
Isolation;Isolation Algon 2000 inc.;François Paquin (estimateur);450-661-3508;;450-661-3472;4800, Bernard-Lefebvre;Laval;Québec;H7C 0A5;;http://www.algon2000.com/;;(École Joliette)
Isolation;Isolation Confort;Frédéric Boyer;450-477-6181;;450-477-9310;3450, Georges-Corbeil;Terrebonne;Québec;J6X4J4;fred.b@isolationconfort.ca;;;
Isolation;Isolation Grenier et fils inc.;Jean-Marc Grenier;450-582-5608;;450-582-9917;144, Croissant Jean-Guypar;Terrebonne;Québec;J6V 1C7;info@isolationgrenier.com;;2243-9392-05;
Isolation;Isolation Lafrenière;Luc Blain;1-877-835-2549;450-803-7269;450-835-3211;89, 30ème avenue;Mandeville;Québec;J0K 2N0;isolationlafrenière@bellnet.ca;;8002-3658-79;
Isolation;Isolation Majeau et frères inc.;Stéphane Boulet;450-839-7000;;450-839-2000;30, Rang des Pins,;St-Esprit;Québec;J0K 2L0;info@isolationmf.com;;2963-2387-70;
Isolation;Isolation Multi-Énergie;Isabelle Devoyault;450-435-9995;;450-435-7879;1029, boul. Des Entreprises O;Terrebonne;Québec;J6Y 1V2;sales@multienergie.com;www.groupeime.com;;(École Joliette)
Couvre-planchers;Italbec;;514-383-0668;;514-383-5722;375, Liège Ouest;Montréal;Québec;H2P 1H6;;WWW.italbec.com;;
Système intérieur;J. Lacombe Acoustique inc.;Sonia Papillon;450-585-0171;;450-585-6002;44 Jalobert;Repentigny;Québec;J6A 6S9;jlacombeacoustique@hotmail.com;;;
Ventilation;J.M.O. Climatisation Inc.;Jean-Marc Ouellette;450-621-3637 #221;;450-437-9808;18 138, rue J.A. Bombardier;Mirabel;Québec;J7J 0H5;jeanmarc@jmoclimatisation.com;www.jmoclimatisation.com;;
Peinture ;J.Thibaudeau & Fils Peintre (Église);Jacques Thibaudeau;418-228-3592;;418-228-3592;2055, 25e Rue;Saint-George Ouest;Québec;G5Y 5B7;;;;
Architecture;Jacques Sauvé ;Jacques Sauvé;450-759-7581;;;49 rue de Normandie, Suite # 2;St-Charles-Borromée;Québec;;;;;
Revêtement extérieur;Janso inc.;Richard Boulet;450-581-1851;514-710-8198;450-581-3595;113 De la Couronne;Le Gardeur;Québec;;;;;
Bûcheron;Jean-Marie Gascon;;450-752-7815;;;;;Québec;;;;;
Architecture;Jean-Pierre Bertrand;;450-759-9510;450-916-4934;450-752-2093;359, Calixa-Lavallée;Joliette;Québec;J6E 4K5;;;;
Joints ;JGA Comtois;André Comtois;450-753-3656;450-752-3199;450-753-3656;131, rue St-Charles;St-Thomas;Québec;J0K 3L0;;;2755-3635-17;
Peinture;JGA Comtois;André Comtois;450-753-3656;450-752-3199;450-753-3656;131, rue St-Charles;St-Thomas;Québec;J0K 3L0;;;2755-3635-17;Job résidentiel
Plomberie;JMC Mécanique en tuyauterie inc.;M. Martin Lapierre;450-755-1302;;;9B, rue Malo;St-Paul de Joliette;Québec;J6E 6H1;jmcmecanique@videotron.ca;;2952-4485-23;commercial
Outillage;JMP Équipements;;1-800-270-4783;450-835-0200;450-835-3054;300, Beauvilliers C.P. 308;St-Gabriel;Québec;J0K 2N0;;;;
Électricité;JNA Leblanc électrique;;450-588-3712;514-984-2694;450-588-5611;506, Lanaudière;Repentigny;Québec;J6A 8G5;jleblanc@jnaleblanc.com ;;;Commercial
Ingénieur;Jocelyn Ricard, Ingénieur-Conseil;Jocelyn Ricard;450-752-1106;;450-752-6534;661 rue Principale;Ste-Ambroise-de-Kildare;Québec;J0K 1C0;jocelyn.ricard@bellnet.ca;;;
Béton;Jos Nicoletti Béton;Roland St-Jacques;450-756-4188;;450-756-0930;881, boul. Base-de-roc;Joliette ;Québec;J6E 5P3;;;;
Toiture;Joseph Corbeil & fils inc.;Guy Corbeil;450-835-2851;;450-835-9845;1641A, 6ème Rang, C.P. 968;St-Gabriel-de-Brandon;Québec;J0K 2N0;gicorn@hotmail.com;;1974-5694-25;Restauration maçonnerie, prix Couvent St-Jacques
Divers;Journal l'Action;Mélanie Jacques;450-752-0447;;;;Joliette;Québec;;melanie.jacques@transcontinental.ca;;;
Publicité;Journal L'expression;Lise Quirion;;;;;;Québec;;venteexpression@transcontinental.ca;;;
Accessoires;Journault Jourplex inc.;Antoine Chaaya;800-361-8001;;800-480-5532;1090 rue Dupuis;Montréal;Québec;H4G 2H7;a.chaaya@journaultjourplex.com;;;
Douane;Journey Freignt;Philip Klempner;1-888-633-1252;1-514-344-2202 ext. 3253;;18100, Trans Canada;Kirkland;Québec;H9J 4A1;;;;
Ingénieur;Julien, Chétrit;Sophie Julien;450-756-0617;;450-755-3468;138, rue St-Paul ;Joliette;Québec;J6E 5G3;;;;
